## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/home/chan/diabetes_mellitus/outputs/picard/SRR15202011_sorted.bam] OUTPUT=/home/chan/diabetes_mellitus/outputs/picard/SRR15202011_deduped.bam METRICS_FILE=/home/chan/diabetes_mellitus/outputs/picard/SRR15202011_deduped.log REMOVE_DUPLICATES=true ASSUME_SORT_ORDER=coordinate TMP_DIR=[/home/chan/diabetes_mellitus/tmp] CREATE_INDEX=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat Nov 20 19:43:00 PST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	69206	23261270	6107617	0	58855	12730841	0	0.547748	12454288

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
396.0	0	7	7
397.0	0	9	9
398.0	0	8	8
399.0	0	11	11
400.0	0	11	11
401.0	0	10	10
402.0	0	9	9
403.0	0	7	7
404.0	0	12	12
405.0	0	9	9
406.0	0	5	5
407.0	0	6	6
408.0	0	7	7
409.0	0	9	9
410.0	0	7	7
411.0	0	12	12
412.0	0	7	7
413.0	0	5	5
414.0	0	7	7
415.0	0	10	10
416.0	0	4	4
417.0	0	8	8
419.0	0	8	8
420.0	0	8	8
421.0	0	10	10
422.0	0	5	5
423.0	0	7	7
424.0	0	7	7
425.0	0	6	6
426.0	0	6	6
427.0	0	8	8
428.0	0	5	5
429.0	0	9	9
430.0	0	8	8
431.0	0	5	5
432.0	0	9	9
433.0	0	8	8
434.0	0	8	8
435.0	0	6	6
436.0	0	9	9
437.0	0	6	6
438.0	0	5	5
439.0	0	9	9
440.0	0	2	2
441.0	0	3	3
442.0	0	5	5
443.0	0	2	2
444.0	0	7	7
445.0	0	6	6
446.0	0	4	4
447.0	0	8	8
448.0	0	5	5
449.0	0	6	6
450.0	0	9	9
451.0	0	7	7
452.0	0	4	4
453.0	0	8	8
454.0	0	4	4
455.0	0	8	8
456.0	0	5	5
457.0	0	10	10
458.0	0	3	3
459.0	0	8	8
460.0	0	5	5
461.0	0	7	7
462.0	0	1	1
463.0	0	4	4
464.0	0	4	4
465.0	0	4	4
466.0	0	2	2
467.0	0	4	4
468.0	0	6	6
469.0	0	3	3
470.0	0	3	3
471.0	0	4	4
472.0	0	7	7
473.0	0	7	7
475.0	0	7	7
476.0	0	4	4
477.0	0	3	3
478.0	0	6	6
479.0	0	3	3
480.0	0	10	10
481.0	0	6	6
482.0	0	7	7
483.0	0	1	1
484.0	0	6	6
485.0	0	6	6
486.0	0	3	3
487.0	0	7	7
488.0	0	12	12
489.0	0	8	8
490.0	0	7	7
491.0	0	8	8
492.0	0	2	2
493.0	0	3	3
494.0	0	5	5
495.0	0	4	4
496.0	0	7	7
497.0	0	4	4
498.0	0	5	5
499.0	0	4	4
500.0	0	6	6
501.0	0	5	5
502.0	0	6	6
503.0	0	4	4
504.0	0	9	9
505.0	0	6	6
506.0	0	5	5
507.0	0	2	2
508.0	0	3	3
509.0	0	5	5
510.0	0	2	2
511.0	0	6	6
512.0	0	7	7
513.0	0	3	3
514.0	0	2	2
515.0	0	5	5
516.0	0	7	7
517.0	0	4	4
518.0	0	1	1
519.0	0	6	6
520.0	0	3	3
521.0	0	5	5
522.0	0	3	3
523.0	0	7	7
524.0	0	4	4
525.0	0	8	8
526.0	0	3	3
527.0	0	2	2
528.0	0	3	3
529.0	0	3	3
530.0	0	5	5
531.0	0	2	2
532.0	0	4	4
533.0	0	2	2
534.0	0	4	4
535.0	0	4	4
536.0	0	4	4
537.0	0	4	4
538.0	0	4	4
539.0	0	3	3
540.0	0	5	5
541.0	0	2	2
542.0	0	2	2
543.0	0	3	3
544.0	0	4	4
545.0	0	3	3
546.0	0	6	6
547.0	0	3	3
548.0	0	1	1
549.0	0	3	3
550.0	0	7	7
551.0	0	4	4
552.0	0	4	4
553.0	0	5	5
554.0	0	2	2
556.0	0	3	3
557.0	0	4	4
558.0	0	4	4
559.0	0	2	2
560.0	0	2	2
561.0	0	4	4
562.0	0	4	4
563.0	0	4	4
564.0	0	3	3
565.0	0	3	3
566.0	0	4	4
568.0	0	5	5
569.0	0	4	4
570.0	0	2	2
572.0	0	2	2
573.0	0	2	2
574.0	0	5	5
575.0	0	3	3
576.0	0	3	3
577.0	0	9	9
578.0	0	1	1
579.0	0	5	5
581.0	0	1	1
582.0	0	3	3
583.0	0	6	6
584.0	0	2	2
585.0	0	4	4
588.0	0	2	2
589.0	0	4	4
590.0	0	3	3
591.0	0	4	4
592.0	0	2	2
593.0	0	4	4
594.0	0	1	1
595.0	0	3	3
596.0	0	2	2
597.0	0	1	1
598.0	0	2	2
599.0	0	1	1
600.0	0	4	4
601.0	0	1	1
603.0	0	5	5
604.0	0	4	4
605.0	0	2	2
606.0	0	8	8
607.0	0	2	2
608.0	0	3	3
609.0	0	3	3
610.0	0	1	1
611.0	0	3	3
612.0	0	2	2
614.0	0	1	1
615.0	0	2	2
616.0	0	2	2
617.0	0	1	1
618.0	0	7	7
619.0	0	1	1
620.0	0	4	4
621.0	0	5	5
622.0	0	4	4
623.0	0	3	3
624.0	0	2	2
625.0	0	4	4
626.0	0	1	1
627.0	0	1	1
628.0	0	4	4
629.0	0	3	3
630.0	0	7	7
631.0	0	2	2
632.0	0	2	2
633.0	0	2	2
634.0	0	1	1
635.0	0	1	1
636.0	0	3	3
638.0	0	2	2
639.0	0	4	4
640.0	0	2	2
641.0	0	3	3
642.0	0	1	1
643.0	0	1	1
644.0	0	3	3
645.0	0	1	1
646.0	0	3	3
647.0	0	3	3
648.0	0	4	4
649.0	0	1	1
650.0	0	2	2
651.0	0	2	2
652.0	0	2	2
655.0	0	8	8
656.0	0	6	6
657.0	0	2	2
659.0	0	5	5
660.0	0	2	2
661.0	0	3	3
663.0	0	1	1
664.0	0	4	4
665.0	0	3	3
667.0	0	1	1
668.0	0	4	4
669.0	0	2	2
670.0	0	1	1
671.0	0	3	3
673.0	0	2	2
674.0	0	1	1
676.0	0	3	3
677.0	0	1	1
678.0	0	4	4
679.0	0	2	2
680.0	0	2	2
681.0	0	2	2
682.0	0	4	4
683.0	0	3	3
684.0	0	1	1
685.0	0	2	2
686.0	0	2	2
687.0	0	1	1
688.0	0	3	3
689.0	0	2	2
690.0	0	2	2
692.0	0	1	1
694.0	0	2	2
696.0	0	5	5
698.0	0	2	2
699.0	0	5	5
700.0	0	3	3
701.0	0	3	3
702.0	0	1	1
703.0	0	1	1
704.0	0	2	2
705.0	0	2	2
706.0	0	2	2
707.0	0	3	3
708.0	0	1	1
709.0	0	1	1
711.0	0	1	1
712.0	0	3	3
713.0	0	1	1
714.0	0	3	3
715.0	0	3	3
716.0	0	1	1
717.0	0	1	1
718.0	0	4	4
719.0	0	4	4
720.0	0	1	1
721.0	0	1	1
722.0	0	2	2
723.0	0	2	2
724.0	0	2	2
725.0	0	1	1
726.0	0	2	2
727.0	0	2	2
728.0	0	1	1
729.0	0	3	3
730.0	0	1	1
731.0	0	1	1
732.0	0	1	1
733.0	0	2	2
734.0	0	1	1
735.0	0	1	1
736.0	0	2	2
737.0	0	2	2
738.0	0	4	4
739.0	0	2	2
740.0	0	2	2
742.0	0	1	1
743.0	0	1	1
744.0	0	1	1
747.0	0	1	1
748.0	0	1	1
749.0	0	3	3
750.0	0	2	2
751.0	0	1	1
752.0	0	1	1
754.0	0	1	1
755.0	0	2	2
758.0	0	3	3
760.0	0	1	1
761.0	0	3	3
762.0	0	4	4
764.0	0	1	1
765.0	0	2	2
766.0	0	1	1
767.0	0	1	1
768.0	0	1	1
769.0	0	2	2
770.0	0	2	2
771.0	0	1	1
772.0	0	1	1
774.0	0	2	2
775.0	0	1	1
776.0	0	2	2
777.0	0	4	4
778.0	0	1	1
779.0	0	3	3
780.0	0	1	1
782.0	0	1	1
785.0	0	2	2
786.0	0	3	3
787.0	0	3	3
789.0	0	1	1
790.0	0	3	3
791.0	0	2	2
793.0	0	1	1
795.0	0	1	1
796.0	0	1	1
798.0	0	2	2
800.0	0	2	2
801.0	0	1	1
802.0	0	2	2
805.0	0	1	1
809.0	0	2	2
810.0	0	2	2
811.0	0	1	1
812.0	0	2	2
814.0	0	1	1
816.0	0	3	3
817.0	0	2	2
818.0	0	1	1
819.0	0	1	1
820.0	0	2	2
821.0	0	1	1
822.0	0	2	2
823.0	0	2	2
824.0	0	1	1
826.0	0	2	2
828.0	0	3	3
829.0	0	3	3
830.0	0	1	1
834.0	0	1	1
835.0	0	1	1
836.0	0	1	1
838.0	0	2	2
839.0	0	1	1
840.0	0	2	2
841.0	0	1	1
843.0	0	1	1
845.0	0	2	2
849.0	0	1	1
852.0	0	2	2
853.0	0	1	1
854.0	0	3	3
856.0	0	1	1
859.0	0	2	2
860.0	0	1	1
861.0	0	1	1
864.0	0	2	2
866.0	0	1	1
867.0	0	2	2
868.0	0	1	1
869.0	0	2	2
870.0	0	1	1
876.0	0	1	1
877.0	0	1	1
878.0	0	1	1
879.0	0	1	1
881.0	0	2	2
882.0	0	1	1
886.0	0	1	1
890.0	0	1	1
894.0	0	1	1
895.0	0	3	3
900.0	0	3	3
901.0	0	3	3
905.0	0	1	1
908.0	0	1	1
913.0	0	2	2
914.0	0	1	1
916.0	0	1	1
917.0	0	2	2
918.0	0	2	2
919.0	0	1	1
920.0	0	3	3
922.0	0	1	1
923.0	0	1	1
925.0	0	1	1
926.0	0	1	1
927.0	0	1	1
928.0	0	1	1
929.0	0	1	1
930.0	0	1	1
931.0	0	2	2
935.0	0	1	1
941.0	0	2	2
942.0	0	1	1
946.0	0	1	1
947.0	0	1	1
949.0	0	2	2
950.0	0	1	1
951.0	0	1	1
952.0	0	1	1
955.0	0	1	1
958.0	0	1	1
961.0	0	2	2
962.0	0	1	1
963.0	0	1	1
964.0	0	1	1
966.0	0	1	1
969.0	0	1	1
971.0	0	1	1
972.0	0	1	1
978.0	0	1	1
982.0	0	2	2
983.0	0	1	1
984.0	0	1	1
992.0	0	1	1
994.0	0	1	1
995.0	0	1	1
996.0	0	1	1
997.0	0	1	1
999.0	0	1	1
1000.0	0	1	1
1001.0	0	1	1
1002.0	0	1	1
1006.0	0	1	1
1010.0	0	2	2
1014.0	0	2	2
1020.0	0	2	2
1022.0	0	3	3
1024.0	0	4	4
1025.0	0	2	2
1027.0	0	2	2
1032.0	0	1	1
1038.0	0	1	1
1039.0	0	1	1
1041.0	0	2	2
1060.0	0	1	1
1062.0	0	1	1
1064.0	0	1	1
1066.0	0	1	1
1067.0	0	2	2
1072.0	0	1	1
1074.0	0	1	1
1075.0	0	2	2
1077.0	0	1	1
1080.0	0	1	1
1083.0	0	1	1
1085.0	0	1	1
1086.0	0	1	1
1088.0	0	1	1
1090.0	0	2	2
1094.0	0	1	1
1097.0	0	2	2
1099.0	0	2	2
1102.0	0	1	1
1103.0	0	2	2
1109.0	0	3	3
1110.0	0	2	2
1114.0	0	1	1
1115.0	0	1	1
1123.0	0	1	1
1124.0	0	1	1
1125.0	0	1	1
1126.0	0	2	2
1130.0	0	1	1
1132.0	0	1	1
1134.0	0	1	1
1139.0	0	1	1
1140.0	0	1	1
1141.0	0	1	1
1145.0	0	1	1
1146.0	0	1	1
1152.0	0	2	2
1157.0	0	1	1
1158.0	0	1	1
1161.0	0	1	1
1162.0	0	2	2
1163.0	0	2	2
1169.0	0	2	2
1173.0	0	1	1
1178.0	0	2	2
1179.0	0	1	1
1184.0	0	1	1
1185.0	0	1	1
1188.0	0	1	1
1189.0	0	1	1
1190.0	0	1	1
1193.0	0	1	1
1195.0	0	1	1
1198.0	0	1	1
1200.0	0	1	1
1204.0	0	1	1
1209.0	0	1	1
1210.0	0	1	1
1219.0	0	1	1
1222.0	0	1	1
1227.0	0	1	1
1230.0	0	1	1
1232.0	0	1	1
1239.0	0	1	1
1247.0	0	1	1
1248.0	0	1	1
1250.0	0	1	1
1251.0	0	1	1
1255.0	0	1	1
1256.0	0	1	1
1260.0	0	2	2
1264.0	0	1	1
1268.0	0	1	1
1271.0	0	3	3
1273.0	0	1	1
1275.0	0	2	2
1278.0	0	1	1
1280.0	0	1	1
1282.0	0	2	2
1284.0	0	1	1
1286.0	0	1	1
1291.0	0	2	2
1301.0	0	1	1
1304.0	0	1	1
1310.0	0	1	1
1311.0	0	1	1
1315.0	0	1	1
1321.0	0	1	1
1329.0	0	2	2
1332.0	0	1	1
1333.0	0	2	2
1343.0	0	1	1
1358.0	0	2	2
1362.0	0	1	1
1363.0	0	1	1
1369.0	0	1	1
1371.0	0	1	1
1378.0	0	1	1
1379.0	0	2	2
1381.0	0	3	3
1382.0	0	1	1
1384.0	0	1	1
1386.0	0	2	2
1391.0	0	2	2
1394.0	0	1	1
1405.0	0	1	1
1407.0	0	1	1
1412.0	0	1	1
1415.0	0	1	1
1420.0	0	1	1
1422.0	0	1	1
1424.0	0	1	1
1426.0	0	1	1
1427.0	0	1	1
1436.0	0	1	1
1440.0	0	1	1
1443.0	0	1	1
1444.0	0	1	1
1451.0	0	1	1
1454.0	0	1	1
1457.0	0	1	1
1477.0	0	1	1
1481.0	0	1	1
1482.0	0	2	2
1493.0	0	2	2
1496.0	0	1	1
1499.0	0	1	1
1502.0	0	1	1
1503.0	0	1	1
1513.0	0	1	1
1523.0	0	1	1
1529.0	0	1	1
1531.0	0	1	1
1537.0	0	1	1
1551.0	0	1	1
1555.0	0	1	1
1558.0	0	1	1
1571.0	0	1	1
1580.0	0	1	1
1581.0	0	1	1
1587.0	0	1	1
1600.0	0	1	1
1601.0	0	1	1
1609.0	0	1	1
1612.0	0	2	2
1619.0	0	1	1
1625.0	0	1	1
1626.0	0	1	1
1636.0	0	1	1
1649.0	0	1	1
1653.0	0	1	1
1657.0	0	1	1
1664.0	0	1	1
1672.0	0	1	1
1679.0	0	1	1
1693.0	0	1	1
1704.0	0	1	1
1706.0	0	2	2
1709.0	0	1	1
1736.0	0	1	1
1744.0	0	1	1
1760.0	0	1	1
1761.0	0	1	1
1764.0	0	1	1
1782.0	0	1	1
1785.0	0	1	1
1794.0	0	1	1
1808.0	0	2	2
1820.0	0	1	1
1836.0	0	1	1
1856.0	0	1	1
1861.0	0	1	1
1862.0	0	1	1
1863.0	0	1	1
1868.0	0	1	1
1873.0	0	1	1
1874.0	0	1	1
1906.0	0	1	1
1910.0	0	1	1
1917.0	0	1	1
1920.0	0	1	1
1934.0	0	1	1
1935.0	0	1	1
1943.0	0	1	1
1948.0	0	1	1
1955.0	0	1	1
1967.0	0	1	1
1968.0	0	1	1
1986.0	0	1	1
1994.0	0	1	1
1998.0	0	1	1
2027.0	0	1	1
2028.0	0	1	1
2033.0	0	1	1
2038.0	0	1	1
2050.0	0	1	1
2052.0	0	1	1
2084.0	0	1	1
2087.0	0	1	1
2100.0	0	1	1
2107.0	0	1	1
2113.0	0	1	1
2133.0	0	1	1
2138.0	0	1	1
2172.0	0	1	1
2192.0	0	1	1
2198.0	0	1	1
2200.0	0	1	1
2203.0	0	1	1
2204.0	0	1	1
2271.0	0	1	1
2278.0	0	1	1
2280.0	0	1	1
2295.0	0	1	1
2307.0	0	1	1
2334.0	0	1	1
2349.0	0	1	1
2431.0	0	1	1
2453.0	0	1	1
2478.0	0	1	1
2501.0	0	1	1
2525.0	0	1	1
2547.0	0	1	1
2551.0	0	1	1
2554.0	0	1	1
2613.0	0	1	1
2614.0	0	1	1
2628.0	0	1	1
2638.0	0	1	1
2704.0	0	1	1
2774.0	0	1	1
2802.0	0	1	1
2808.0	0	1	1
2856.0	0	1	1
2870.0	0	1	1
2894.0	0	1	1
2902.0	0	1	1
2956.0	0	1	1
2997.0	0	1	1
3042.0	0	1	1
