## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/home/chan/diabetes_mellitus/outputs/picard/SRR15202008_sorted.bam] OUTPUT=/home/chan/diabetes_mellitus/outputs/picard/SRR15202008_deduped.bam METRICS_FILE=/home/chan/diabetes_mellitus/outputs/picard/SRR15202008_deduped.log REMOVE_DUPLICATES=true ASSUME_SORT_ORDER=coordinate TMP_DIR=[/home/chan/diabetes_mellitus/tmp] CREATE_INDEX=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat Nov 20 19:44:01 PST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	70942	24671578	5929322	0	57970	11294805	0	0.458322	17869304

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
98.0	1.335846	119	119
99.0	1.335846	119	119
100.0	1.335846	118	118
101.0	0	98	98
102.0	0	103	103
103.0	0	92	92
104.0	0	124	124
105.0	0	112	112
106.0	0	110	110
107.0	0	96	96
108.0	0	76	76
109.0	0	74	74
110.0	0	99	99
111.0	0	94	94
112.0	0	82	82
113.0	0	81	81
114.0	0	63	63
115.0	0	74	74
116.0	0	77	77
117.0	0	93	93
118.0	0	89	89
119.0	0	58	58
120.0	0	87	87
121.0	0	69	69
122.0	0	72	72
123.0	0	84	84
124.0	0	74	74
125.0	0	60	60
126.0	0	67	67
127.0	0	72	72
128.0	0	65	65
129.0	0	66	66
130.0	0	79	79
131.0	0	72	72
132.0	0	66	66
133.0	0	53	53
134.0	0	54	54
135.0	0	56	56
136.0	0	56	56
137.0	0	72	72
138.0	0	50	50
139.0	0	54	54
140.0	0	56	56
141.0	0	63	63
142.0	0	50	50
143.0	0	63	63
144.0	0	49	49
145.0	0	51	51
146.0	0	45	45
147.0	0	48	48
148.0	0	35	35
149.0	0	37	37
150.0	0	38	38
151.0	0	35	35
152.0	0	29	29
153.0	0	43	43
154.0	0	43	43
155.0	0	34	34
156.0	0	33	33
157.0	0	37	37
158.0	0	34	34
159.0	0	36	36
160.0	0	35	35
161.0	0	35	35
162.0	0	29	29
163.0	0	31	31
164.0	0	26	26
165.0	0	32	32
166.0	0	29	29
167.0	0	20	20
168.0	0	25	25
169.0	0	30	30
170.0	0	36	36
171.0	0	23	23
172.0	0	21	21
173.0	0	40	40
174.0	0	19	19
175.0	0	26	26
176.0	0	33	33
177.0	0	34	34
178.0	0	32	32
179.0	0	24	24
180.0	0	31	31
181.0	0	30	30
182.0	0	20	20
183.0	0	26	26
184.0	0	25	25
185.0	0	22	22
186.0	0	28	28
187.0	0	24	24
188.0	0	24	24
189.0	0	25	25
190.0	0	24	24
191.0	0	23	23
192.0	0	27	27
193.0	0	22	22
194.0	0	28	28
195.0	0	21	21
196.0	0	21	21
197.0	0	23	23
198.0	0	22	22
199.0	0	20	20
200.0	0	26	26
201.0	0	26	26
202.0	0	26	26
203.0	0	14	14
204.0	0	12	12
205.0	0	26	26
206.0	0	22	22
207.0	0	17	17
208.0	0	22	22
209.0	0	25	25
210.0	0	18	18
211.0	0	25	25
212.0	0	20	20
213.0	0	15	15
214.0	0	20	20
215.0	0	18	18
216.0	0	12	12
217.0	0	12	12
218.0	0	15	15
219.0	0	17	17
220.0	0	16	16
221.0	0	16	16
222.0	0	16	16
223.0	0	19	19
224.0	0	10	10
225.0	0	6	6
226.0	0	13	13
227.0	0	14	14
228.0	0	15	15
229.0	0	11	11
230.0	0	13	13
231.0	0	12	12
232.0	0	18	18
233.0	0	17	17
234.0	0	15	15
235.0	0	19	19
236.0	0	15	15
237.0	0	10	10
238.0	0	10	10
239.0	0	14	14
240.0	0	11	11
241.0	0	15	15
242.0	0	14	14
243.0	0	8	8
244.0	0	8	8
245.0	0	8	8
246.0	0	8	8
247.0	0	9	9
248.0	0	7	7
249.0	0	15	15
250.0	0	12	12
251.0	0	16	16
252.0	0	12	12
253.0	0	11	11
254.0	0	8	8
255.0	0	11	11
256.0	0	19	19
257.0	0	15	15
258.0	0	6	6
259.0	0	8	8
260.0	0	8	8
261.0	0	10	10
262.0	0	5	5
263.0	0	11	11
264.0	0	8	8
265.0	0	11	11
266.0	0	12	12
267.0	0	8	8
268.0	0	7	7
269.0	0	8	8
270.0	0	9	9
271.0	0	13	13
272.0	0	16	16
273.0	0	13	13
274.0	0	12	12
275.0	0	10	10
276.0	0	5	5
277.0	0	6	6
278.0	0	9	9
279.0	0	10	10
280.0	0	9	9
281.0	0	11	11
282.0	0	17	17
283.0	0	6	6
284.0	0	12	12
285.0	0	10	10
286.0	0	8	8
287.0	0	8	8
288.0	0	7	7
289.0	0	7	7
290.0	0	6	6
291.0	0	14	14
292.0	0	7	7
293.0	0	11	11
294.0	0	5	5
295.0	0	10	10
296.0	0	3	3
297.0	0	6	6
298.0	0	7	7
299.0	0	6	6
300.0	0	5	5
301.0	0	8	8
302.0	0	8	8
303.0	0	9	9
304.0	0	7	7
305.0	0	8	8
306.0	0	5	5
307.0	0	3	3
308.0	0	3	3
309.0	0	10	10
310.0	0	1	1
311.0	0	8	8
312.0	0	6	6
313.0	0	3	3
314.0	0	5	5
315.0	0	9	9
316.0	0	2	2
317.0	0	3	3
318.0	0	10	10
319.0	0	5	5
320.0	0	5	5
321.0	0	5	5
322.0	0	3	3
323.0	0	6	6
324.0	0	8	8
325.0	0	8	8
326.0	0	7	7
327.0	0	4	4
328.0	0	3	3
329.0	0	4	4
330.0	0	4	4
331.0	0	2	2
332.0	0	4	4
333.0	0	4	4
334.0	0	6	6
335.0	0	5	5
336.0	0	3	3
337.0	0	3	3
338.0	0	5	5
339.0	0	6	6
340.0	0	6	6
341.0	0	5	5
342.0	0	8	8
343.0	0	3	3
344.0	0	3	3
345.0	0	6	6
346.0	0	3	3
347.0	0	5	5
348.0	0	4	4
349.0	0	5	5
350.0	0	5	5
351.0	0	5	5
352.0	0	7	7
353.0	0	6	6
354.0	0	4	4
355.0	0	7	7
356.0	0	5	5
357.0	0	1	1
358.0	0	2	2
359.0	0	2	2
360.0	0	5	5
361.0	0	3	3
362.0	0	8	8
363.0	0	4	4
364.0	0	2	2
365.0	0	5	5
366.0	0	5	5
367.0	0	5	5
368.0	0	3	3
369.0	0	5	5
370.0	0	3	3
371.0	0	5	5
372.0	0	2	2
373.0	0	4	4
374.0	0	5	5
375.0	0	5	5
376.0	0	3	3
377.0	0	4	4
378.0	0	4	4
379.0	0	7	7
380.0	0	3	3
381.0	0	3	3
382.0	0	6	6
383.0	0	4	4
384.0	0	1	1
385.0	0	4	4
386.0	0	3	3
387.0	0	3	3
388.0	0	2	2
389.0	0	5	5
390.0	0	1	1
391.0	0	5	5
392.0	0	3	3
393.0	0	6	6
394.0	0	2	2
395.0	0	5	5
396.0	0	6	6
397.0	0	2	2
398.0	0	3	3
399.0	0	2	2
400.0	0	4	4
401.0	0	3	3
402.0	0	4	4
403.0	0	3	3
404.0	0	2	2
405.0	0	3	3
406.0	0	5	5
407.0	0	8	8
408.0	0	1	1
410.0	0	2	2
411.0	0	1	1
412.0	0	1	1
414.0	0	4	4
415.0	0	3	3
416.0	0	3	3
417.0	0	4	4
418.0	0	1	1
419.0	0	3	3
420.0	0	2	2
421.0	0	1	1
422.0	0	3	3
423.0	0	4	4
424.0	0	2	2
425.0	0	2	2
426.0	0	2	2
428.0	0	4	4
429.0	0	1	1
430.0	0	1	1
431.0	0	5	5
433.0	0	3	3
434.0	0	1	1
435.0	0	2	2
436.0	0	1	1
437.0	0	6	6
438.0	0	1	1
439.0	0	1	1
441.0	0	5	5
442.0	0	2	2
443.0	0	1	1
444.0	0	3	3
445.0	0	3	3
446.0	0	2	2
447.0	0	3	3
449.0	0	1	1
450.0	0	2	2
451.0	0	1	1
452.0	0	4	4
453.0	0	3	3
454.0	0	3	3
455.0	0	3	3
456.0	0	1	1
458.0	0	1	1
459.0	0	1	1
460.0	0	3	3
461.0	0	1	1
462.0	0	2	2
463.0	0	5	5
465.0	0	1	1
466.0	0	1	1
467.0	0	3	3
468.0	0	1	1
469.0	0	3	3
470.0	0	1	1
471.0	0	3	3
472.0	0	1	1
474.0	0	1	1
475.0	0	1	1
476.0	0	2	2
477.0	0	2	2
478.0	0	2	2
480.0	0	2	2
482.0	0	2	2
483.0	0	2	2
484.0	0	2	2
485.0	0	3	3
486.0	0	2	2
487.0	0	1	1
490.0	0	1	1
491.0	0	1	1
493.0	0	1	1
494.0	0	3	3
496.0	0	2	2
497.0	0	1	1
498.0	0	3	3
499.0	0	2	2
500.0	0	2	2
501.0	0	2	2
502.0	0	2	2
503.0	0	1	1
504.0	0	1	1
506.0	0	1	1
507.0	0	4	4
508.0	0	1	1
509.0	0	3	3
510.0	0	1	1
511.0	0	2	2
512.0	0	2	2
513.0	0	3	3
514.0	0	1	1
515.0	0	1	1
516.0	0	4	4
517.0	0	2	2
518.0	0	1	1
519.0	0	2	2
520.0	0	1	1
522.0	0	2	2
523.0	0	1	1
524.0	0	1	1
525.0	0	2	2
526.0	0	1	1
528.0	0	2	2
529.0	0	1	1
530.0	0	1	1
531.0	0	4	4
532.0	0	1	1
533.0	0	1	1
535.0	0	2	2
536.0	0	2	2
537.0	0	1	1
538.0	0	3	3
539.0	0	2	2
544.0	0	1	1
546.0	0	3	3
547.0	0	2	2
548.0	0	2	2
549.0	0	2	2
551.0	0	1	1
552.0	0	2	2
554.0	0	1	1
556.0	0	1	1
557.0	0	1	1
558.0	0	1	1
560.0	0	1	1
565.0	0	1	1
567.0	0	1	1
568.0	0	1	1
569.0	0	2	2
571.0	0	1	1
574.0	0	1	1
575.0	0	2	2
581.0	0	2	2
582.0	0	2	2
586.0	0	4	4
587.0	0	2	2
588.0	0	2	2
589.0	0	1	1
590.0	0	1	1
591.0	0	3	3
592.0	0	1	1
594.0	0	2	2
596.0	0	1	1
597.0	0	2	2
598.0	0	1	1
602.0	0	1	1
603.0	0	3	3
605.0	0	1	1
606.0	0	2	2
607.0	0	2	2
609.0	0	1	1
610.0	0	1	1
611.0	0	1	1
612.0	0	1	1
613.0	0	2	2
614.0	0	1	1
616.0	0	1	1
617.0	0	1	1
619.0	0	1	1
620.0	0	1	1
621.0	0	1	1
623.0	0	1	1
624.0	0	2	2
625.0	0	2	2
626.0	0	1	1
627.0	0	1	1
628.0	0	2	2
632.0	0	1	1
633.0	0	2	2
636.0	0	1	1
637.0	0	1	1
638.0	0	1	1
639.0	0	1	1
640.0	0	1	1
641.0	0	2	2
642.0	0	3	3
643.0	0	2	2
645.0	0	1	1
646.0	0	1	1
648.0	0	1	1
649.0	0	1	1
653.0	0	1	1
655.0	0	1	1
656.0	0	1	1
658.0	0	4	4
662.0	0	1	1
664.0	0	1	1
665.0	0	2	2
667.0	0	1	1
668.0	0	1	1
669.0	0	1	1
671.0	0	1	1
672.0	0	2	2
675.0	0	1	1
679.0	0	1	1
682.0	0	2	2
684.0	0	1	1
685.0	0	1	1
687.0	0	1	1
688.0	0	1	1
690.0	0	1	1
691.0	0	1	1
692.0	0	1	1
693.0	0	1	1
699.0	0	1	1
700.0	0	1	1
701.0	0	2	2
703.0	0	1	1
704.0	0	1	1
705.0	0	1	1
711.0	0	1	1
713.0	0	2	2
714.0	0	1	1
715.0	0	1	1
716.0	0	1	1
717.0	0	1	1
718.0	0	1	1
719.0	0	1	1
723.0	0	1	1
724.0	0	1	1
726.0	0	1	1
729.0	0	1	1
733.0	0	1	1
734.0	0	2	2
737.0	0	1	1
742.0	0	1	1
746.0	0	1	1
748.0	0	1	1
751.0	0	1	1
752.0	0	1	1
756.0	0	1	1
758.0	0	1	1
765.0	0	1	1
766.0	0	1	1
769.0	0	1	1
773.0	0	1	1
775.0	0	1	1
778.0	0	1	1
780.0	0	1	1
784.0	0	1	1
803.0	0	1	1
804.0	0	1	1
805.0	0	1	1
806.0	0	1	1
807.0	0	1	1
819.0	0	2	2
827.0	0	2	2
833.0	0	2	2
837.0	0	1	1
839.0	0	2	2
841.0	0	1	1
845.0	0	1	1
857.0	0	2	2
859.0	0	1	1
865.0	0	1	1
866.0	0	1	1
869.0	0	1	1
873.0	0	1	1
874.0	0	2	2
881.0	0	2	2
893.0	0	1	1
898.0	0	1	1
899.0	0	1	1
900.0	0	1	1
904.0	0	1	1
917.0	0	1	1
919.0	0	1	1
930.0	0	2	2
937.0	0	1	1
947.0	0	1	1
948.0	0	3	3
952.0	0	1	1
955.0	0	1	1
958.0	0	1	1
961.0	0	1	1
966.0	0	1	1
967.0	0	1	1
968.0	0	1	1
973.0	0	1	1
983.0	0	1	1
987.0	0	1	1
988.0	0	1	1
998.0	0	1	1
1000.0	0	1	1
1001.0	0	1	1
1002.0	0	1	1
1007.0	0	1	1
1013.0	0	1	1
1021.0	0	1	1
1026.0	0	1	1
1032.0	0	1	1
1034.0	0	1	1
1039.0	0	1	1
1050.0	0	1	1
1051.0	0	1	1
1058.0	0	2	2
1059.0	0	2	2
1060.0	0	1	1
1064.0	0	1	1
1077.0	0	1	1
1100.0	0	1	1
1102.0	0	1	1
1106.0	0	1	1
1109.0	0	1	1
1113.0	0	1	1
1121.0	0	1	1
1123.0	0	1	1
1129.0	0	1	1
1139.0	0	1	1
1140.0	0	1	1
1144.0	0	1	1
1148.0	0	1	1
1150.0	0	2	2
1159.0	0	1	1
1161.0	0	1	1
1178.0	0	1	1
1183.0	0	1	1
1184.0	0	1	1
1191.0	0	1	1
1195.0	0	1	1
1232.0	0	1	1
1234.0	0	1	1
1239.0	0	1	1
1241.0	0	1	1
1247.0	0	1	1
1256.0	0	1	1
1263.0	0	1	1
1269.0	0	2	2
1277.0	0	1	1
1284.0	0	1	1
1285.0	0	1	1
1297.0	0	1	1
1301.0	0	1	1
1306.0	0	2	2
1314.0	0	2	2
1318.0	0	1	1
1321.0	0	1	1
1333.0	0	1	1
1365.0	0	1	1
1380.0	0	1	1
1385.0	0	1	1
1388.0	0	1	1
1400.0	0	1	1
1404.0	0	1	1
1417.0	0	1	1
1423.0	0	1	1
1437.0	0	1	1
1451.0	0	1	1
1459.0	0	1	1
1474.0	0	1	1
1482.0	0	1	1
1486.0	0	1	1
1496.0	0	1	1
1520.0	0	1	1
1529.0	0	1	1
1536.0	0	1	1
1538.0	0	1	1
1548.0	0	2	2
1554.0	0	1	1
1560.0	0	1	1
1573.0	0	1	1
1581.0	0	1	1
1593.0	0	2	2
1603.0	0	1	1
1615.0	0	1	1
1622.0	0	1	1
1632.0	0	1	1
1656.0	0	1	1
1675.0	0	1	1
1733.0	0	1	1
1755.0	0	1	1
1806.0	0	1	1
1828.0	0	1	1
1833.0	0	1	1
1861.0	0	1	1
1924.0	0	1	1
2001.0	0	1	1
2025.0	0	1	1
2032.0	0	1	1
2070.0	0	1	1
2087.0	0	1	1
2092.0	0	1	1
2094.0	0	1	1
2125.0	0	1	1
2253.0	0	1	1
2278.0	0	1	1
2283.0	0	1	1
2292.0	0	1	1
2299.0	0	1	1
2416.0	0	1	1
2423.0	0	1	1
2436.0	0	1	1
2612.0	0	1	1
2628.0	0	1	1
2714.0	0	1	1
2717.0	0	1	1
2739.0	0	1	1
2919.0	0	1	1
3019.0	0	2	2
3765.0	0	1	1
3867.0	0	1	1
4366.0	0	1	1
5455.0	0	1	1
5894.0	0	1	1
5907.0	0	1	1
6172.0	0	1	1
6296.0	0	1	1
7144.0	0	1	1
8769.0	0	1	1

