## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/home/chan/diabetes_mellitus/outputs/picard/SRR15202007_sorted.bam] OUTPUT=/home/chan/diabetes_mellitus/outputs/picard/SRR15202007_deduped.bam METRICS_FILE=/home/chan/diabetes_mellitus/outputs/picard/SRR15202007_deduped.log REMOVE_DUPLICATES=true ASSUME_SORT_ORDER=coordinate TMP_DIR=[/home/chan/diabetes_mellitus/tmp] CREATE_INDEX=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat Nov 20 19:46:49 PST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	59922	22509376	5253692	0	47760	9332777	0	0.415126	18962367

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
79.0	1.439094	162	162
80.0	1.439094	147	147
81.0	1.439094	136	136
82.0	1.439094	134	134
83.0	1.439094	111	111
84.0	1.439094	132	132
85.0	1.439094	113	113
86.0	1.439094	111	111
87.0	1.439094	108	108
88.0	1.439094	102	102
89.0	1.439094	101	101
90.0	1.439094	107	107
91.0	1.439094	88	88
92.0	1.439094	101	101
93.0	1.439094	107	107
94.0	1.439094	94	94
95.0	1.439094	99	99
96.0	1.439094	76	76
97.0	1.439094	90	90
98.0	1.439094	83	83
99.0	1.439094	72	72
100.0	1.439094	72	72
101.0	0	92	92
102.0	0	79	79
103.0	0	81	81
104.0	0	70	70
105.0	0	55	55
106.0	0	65	65
107.0	0	82	82
108.0	0	53	53
109.0	0	57	57
110.0	0	75	75
111.0	0	66	66
112.0	0	58	58
113.0	0	62	62
114.0	0	73	73
115.0	0	63	63
116.0	0	63	63
117.0	0	52	52
118.0	0	40	40
119.0	0	62	62
120.0	0	44	44
121.0	0	56	56
122.0	0	47	47
123.0	0	46	46
124.0	0	66	66
125.0	0	56	56
126.0	0	49	49
127.0	0	48	48
128.0	0	45	45
129.0	0	39	39
130.0	0	41	41
131.0	0	43	43
132.0	0	44	44
133.0	0	41	41
134.0	0	51	51
135.0	0	40	40
136.0	0	35	35
137.0	0	29	29
138.0	0	29	29
139.0	0	40	40
140.0	0	35	35
141.0	0	47	47
142.0	0	30	30
143.0	0	34	34
144.0	0	24	24
145.0	0	27	27
146.0	0	23	23
147.0	0	22	22
148.0	0	24	24
149.0	0	35	35
150.0	0	23	23
151.0	0	20	20
152.0	0	17	17
153.0	0	26	26
154.0	0	38	38
155.0	0	21	21
156.0	0	25	25
157.0	0	31	31
158.0	0	19	19
159.0	0	31	31
160.0	0	21	21
161.0	0	23	23
162.0	0	21	21
163.0	0	26	26
164.0	0	22	22
165.0	0	26	26
166.0	0	27	27
167.0	0	20	20
168.0	0	24	24
169.0	0	20	20
170.0	0	25	25
171.0	0	20	20
172.0	0	18	18
173.0	0	26	26
174.0	0	24	24
175.0	0	18	18
176.0	0	20	20
177.0	0	17	17
178.0	0	15	15
179.0	0	23	23
180.0	0	20	20
181.0	0	18	18
182.0	0	13	13
183.0	0	12	12
184.0	0	13	13
185.0	0	19	19
186.0	0	17	17
187.0	0	21	21
188.0	0	15	15
189.0	0	14	14
190.0	0	9	9
191.0	0	11	11
192.0	0	22	22
193.0	0	17	17
194.0	0	10	10
195.0	0	12	12
196.0	0	13	13
197.0	0	13	13
198.0	0	14	14
199.0	0	12	12
200.0	0	12	12
201.0	0	14	14
202.0	0	10	10
203.0	0	16	16
204.0	0	12	12
205.0	0	9	9
206.0	0	17	17
207.0	0	9	9
208.0	0	13	13
209.0	0	10	10
210.0	0	11	11
211.0	0	7	7
212.0	0	9	9
213.0	0	11	11
214.0	0	15	15
215.0	0	13	13
216.0	0	9	9
217.0	0	6	6
218.0	0	9	9
219.0	0	7	7
220.0	0	6	6
221.0	0	9	9
222.0	0	7	7
223.0	0	5	5
224.0	0	9	9
225.0	0	9	9
226.0	0	5	5
227.0	0	14	14
228.0	0	6	6
229.0	0	13	13
230.0	0	13	13
231.0	0	11	11
232.0	0	10	10
233.0	0	9	9
234.0	0	4	4
235.0	0	8	8
236.0	0	8	8
237.0	0	9	9
238.0	0	7	7
239.0	0	8	8
240.0	0	9	9
241.0	0	8	8
242.0	0	9	9
243.0	0	6	6
244.0	0	5	5
245.0	0	6	6
246.0	0	4	4
247.0	0	7	7
248.0	0	9	9
249.0	0	9	9
250.0	0	8	8
251.0	0	7	7
252.0	0	5	5
253.0	0	9	9
254.0	0	3	3
255.0	0	9	9
256.0	0	8	8
257.0	0	3	3
258.0	0	11	11
259.0	0	4	4
260.0	0	2	2
261.0	0	6	6
262.0	0	10	10
263.0	0	7	7
264.0	0	9	9
265.0	0	4	4
266.0	0	7	7
267.0	0	6	6
268.0	0	6	6
269.0	0	8	8
270.0	0	5	5
271.0	0	8	8
272.0	0	8	8
273.0	0	3	3
274.0	0	6	6
275.0	0	1	1
276.0	0	3	3
277.0	0	6	6
278.0	0	5	5
279.0	0	9	9
280.0	0	4	4
281.0	0	9	9
282.0	0	2	2
283.0	0	3	3
284.0	0	2	2
285.0	0	6	6
286.0	0	3	3
287.0	0	5	5
288.0	0	6	6
289.0	0	5	5
290.0	0	5	5
291.0	0	3	3
292.0	0	5	5
293.0	0	2	2
294.0	0	3	3
295.0	0	4	4
296.0	0	8	8
297.0	0	4	4
298.0	0	4	4
299.0	0	7	7
300.0	0	8	8
301.0	0	6	6
302.0	0	4	4
303.0	0	1	1
305.0	0	4	4
306.0	0	4	4
307.0	0	2	2
308.0	0	4	4
309.0	0	3	3
310.0	0	7	7
311.0	0	1	1
312.0	0	1	1
313.0	0	7	7
315.0	0	3	3
316.0	0	3	3
317.0	0	2	2
318.0	0	4	4
319.0	0	3	3
320.0	0	5	5
321.0	0	2	2
322.0	0	4	4
323.0	0	1	1
324.0	0	1	1
325.0	0	5	5
326.0	0	3	3
327.0	0	7	7
328.0	0	5	5
329.0	0	3	3
330.0	0	2	2
331.0	0	4	4
332.0	0	1	1
333.0	0	1	1
334.0	0	5	5
335.0	0	3	3
336.0	0	2	2
337.0	0	5	5
338.0	0	4	4
339.0	0	2	2
340.0	0	5	5
341.0	0	2	2
342.0	0	2	2
343.0	0	1	1
344.0	0	3	3
345.0	0	5	5
346.0	0	4	4
347.0	0	4	4
348.0	0	2	2
349.0	0	3	3
350.0	0	2	2
351.0	0	3	3
352.0	0	1	1
353.0	0	2	2
354.0	0	2	2
355.0	0	6	6
357.0	0	2	2
358.0	0	2	2
359.0	0	4	4
360.0	0	3	3
361.0	0	1	1
363.0	0	5	5
364.0	0	3	3
365.0	0	4	4
366.0	0	4	4
367.0	0	3	3
368.0	0	2	2
369.0	0	2	2
370.0	0	2	2
371.0	0	2	2
372.0	0	3	3
374.0	0	1	1
375.0	0	2	2
376.0	0	2	2
377.0	0	1	1
378.0	0	1	1
379.0	0	2	2
381.0	0	4	4
383.0	0	4	4
384.0	0	1	1
385.0	0	2	2
386.0	0	3	3
387.0	0	1	1
388.0	0	1	1
389.0	0	1	1
390.0	0	3	3
391.0	0	4	4
393.0	0	2	2
394.0	0	2	2
397.0	0	2	2
398.0	0	2	2
399.0	0	3	3
400.0	0	1	1
402.0	0	2	2
403.0	0	1	1
404.0	0	3	3
405.0	0	2	2
406.0	0	1	1
408.0	0	1	1
409.0	0	1	1
411.0	0	1	1
412.0	0	2	2
413.0	0	2	2
414.0	0	2	2
415.0	0	2	2
416.0	0	1	1
418.0	0	2	2
419.0	0	2	2
423.0	0	2	2
424.0	0	1	1
425.0	0	1	1
426.0	0	2	2
428.0	0	2	2
430.0	0	2	2
431.0	0	2	2
432.0	0	4	4
433.0	0	3	3
434.0	0	2	2
435.0	0	2	2
439.0	0	2	2
441.0	0	1	1
442.0	0	2	2
443.0	0	1	1
445.0	0	2	2
448.0	0	2	2
449.0	0	2	2
451.0	0	2	2
453.0	0	2	2
454.0	0	1	1
455.0	0	2	2
456.0	0	2	2
457.0	0	3	3
458.0	0	2	2
459.0	0	1	1
460.0	0	1	1
461.0	0	2	2
462.0	0	1	1
463.0	0	1	1
465.0	0	1	1
466.0	0	2	2
467.0	0	1	1
469.0	0	1	1
470.0	0	1	1
471.0	0	1	1
472.0	0	3	3
474.0	0	1	1
475.0	0	3	3
477.0	0	1	1
480.0	0	4	4
483.0	0	1	1
487.0	0	2	2
489.0	0	2	2
493.0	0	2	2
494.0	0	1	1
495.0	0	1	1
498.0	0	2	2
499.0	0	1	1
500.0	0	2	2
501.0	0	1	1
503.0	0	1	1
504.0	0	1	1
506.0	0	2	2
507.0	0	1	1
513.0	0	1	1
515.0	0	3	3
516.0	0	1	1
518.0	0	1	1
519.0	0	1	1
520.0	0	2	2
521.0	0	1	1
522.0	0	2	2
524.0	0	1	1
530.0	0	2	2
531.0	0	1	1
534.0	0	2	2
535.0	0	1	1
536.0	0	2	2
539.0	0	1	1
541.0	0	2	2
542.0	0	1	1
544.0	0	1	1
545.0	0	2	2
546.0	0	2	2
547.0	0	1	1
551.0	0	1	1
556.0	0	1	1
557.0	0	1	1
558.0	0	1	1
559.0	0	1	1
560.0	0	1	1
565.0	0	1	1
568.0	0	2	2
576.0	0	1	1
581.0	0	2	2
583.0	0	1	1
584.0	0	1	1
585.0	0	1	1
587.0	0	1	1
588.0	0	1	1
591.0	0	1	1
592.0	0	2	2
593.0	0	1	1
594.0	0	1	1
595.0	0	1	1
596.0	0	3	3
601.0	0	1	1
602.0	0	1	1
603.0	0	1	1
607.0	0	1	1
609.0	0	2	2
610.0	0	1	1
614.0	0	1	1
617.0	0	1	1
621.0	0	1	1
627.0	0	1	1
629.0	0	1	1
631.0	0	1	1
634.0	0	2	2
636.0	0	2	2
639.0	0	1	1
642.0	0	1	1
643.0	0	1	1
647.0	0	1	1
649.0	0	1	1
653.0	0	1	1
660.0	0	1	1
665.0	0	1	1
674.0	0	1	1
676.0	0	1	1
677.0	0	1	1
678.0	0	1	1
681.0	0	1	1
683.0	0	1	1
684.0	0	1	1
692.0	0	1	1
693.0	0	1	1
694.0	0	1	1
707.0	0	1	1
711.0	0	1	1
712.0	0	1	1
713.0	0	1	1
714.0	0	1	1
718.0	0	1	1
725.0	0	1	1
729.0	0	1	1
730.0	0	1	1
735.0	0	1	1
736.0	0	1	1
738.0	0	3	3
739.0	0	1	1
741.0	0	1	1
745.0	0	1	1
748.0	0	1	1
752.0	0	1	1
753.0	0	1	1
754.0	0	1	1
756.0	0	1	1
759.0	0	1	1
762.0	0	1	1
765.0	0	1	1
769.0	0	1	1
772.0	0	1	1
773.0	0	1	1
779.0	0	1	1
787.0	0	1	1
800.0	0	1	1
808.0	0	1	1
814.0	0	1	1
820.0	0	1	1
825.0	0	1	1
830.0	0	1	1
832.0	0	1	1
845.0	0	1	1
854.0	0	1	1
864.0	0	1	1
880.0	0	1	1
891.0	0	1	1
893.0	0	1	1
902.0	0	1	1
908.0	0	1	1
911.0	0	2	2
915.0	0	1	1
921.0	0	1	1
927.0	0	1	1
930.0	0	2	2
933.0	0	1	1
944.0	0	1	1
945.0	0	1	1
951.0	0	1	1
952.0	0	1	1
963.0	0	2	2
968.0	0	1	1
975.0	0	1	1
978.0	0	1	1
979.0	0	1	1
980.0	0	1	1
989.0	0	1	1
1001.0	0	1	1
1002.0	0	1	1
1005.0	0	1	1
1015.0	0	1	1
1021.0	0	1	1
1030.0	0	1	1
1036.0	0	1	1
1037.0	0	1	1
1065.0	0	1	1
1081.0	0	1	1
1082.0	0	1	1
1093.0	0	1	1
1096.0	0	1	1
1125.0	0	1	1
1134.0	0	1	1
1139.0	0	1	1
1141.0	0	2	2
1150.0	0	1	1
1156.0	0	1	1
1158.0	0	1	1
1176.0	0	1	1
1197.0	0	1	1
1211.0	0	1	1
1212.0	0	1	1
1249.0	0	1	1
1264.0	0	1	1
1266.0	0	1	1
1272.0	0	1	1
1289.0	0	1	1
1298.0	0	1	1
1300.0	0	1	1
1310.0	0	1	1
1311.0	0	1	1
1334.0	0	1	1
1337.0	0	1	1
1345.0	0	1	1
1362.0	0	1	1
1415.0	0	1	1
1453.0	0	1	1
1458.0	0	1	1
1469.0	0	1	1
1479.0	0	1	1
1528.0	0	1	1
1558.0	0	1	1
1560.0	0	1	1
1570.0	0	1	1
1614.0	0	1	1
1627.0	0	1	1
1663.0	0	1	1
1666.0	0	1	1
1670.0	0	1	1
1677.0	0	1	1
1763.0	0	1	1
1810.0	0	1	1
1824.0	0	1	1
1838.0	0	1	1
1913.0	0	1	1
1948.0	0	1	1
1982.0	0	1	1
2562.0	0	1	1
2910.0	0	1	1
3169.0	0	1	1
3403.0	0	1	1
3791.0	0	1	1
3990.0	0	1	1
4419.0	0	1	1
4435.0	0	1	1
4570.0	0	1	1
4652.0	0	1	1
7308.0	0	1	1

