## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/home/chan/mice_microgravity/outputs_primary/picard/SRR13535278_sorted.bam] OUTPUT=/home/chan/mice_microgravity/outputs_primary/picard/SRR13535278_deduped.bam METRICS_FILE=/home/chan/mice_microgravity/outputs_primary/picard/SRR13535278_deduped.log REMOVE_DUPLICATES=true ASSUME_SORT_ORDER=coordinate TMP_DIR=[/home/chan/mice_microgravity/tmp] CREATE_INDEX=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Nov 21 14:12:23 PST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	403731	22152385	16678835	0	383721	18671605	0	0.843842	3486851

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
363.0	0	35	35
364.0	0	22	22
365.0	0	26	26
366.0	0	23	23
367.0	0	21	21
368.0	0	28	28
369.0	0	27	27
370.0	0	34	34
371.0	0	27	27
372.0	0	19	19
373.0	0	24	24
374.0	0	19	19
375.0	0	25	25
376.0	0	25	25
377.0	0	23	23
378.0	0	24	24
379.0	0	21	21
380.0	0	33	33
381.0	0	28	28
382.0	0	22	22
383.0	0	24	24
384.0	0	22	22
385.0	0	15	15
386.0	0	17	17
387.0	0	28	28
388.0	0	17	17
389.0	0	25	25
390.0	0	20	20
391.0	0	23	23
392.0	0	31	31
393.0	0	26	26
394.0	0	26	26
395.0	0	25	25
396.0	0	22	22
397.0	0	19	19
398.0	0	22	22
399.0	0	19	19
400.0	0	19	19
401.0	0	30	30
402.0	0	15	15
403.0	0	23	23
404.0	0	32	32
405.0	0	25	25
406.0	0	28	28
407.0	0	23	23
408.0	0	25	25
409.0	0	27	27
410.0	0	20	20
411.0	0	23	23
412.0	0	34	34
413.0	0	16	16
414.0	0	26	26
415.0	0	23	23
416.0	0	24	24
417.0	0	26	26
418.0	0	17	17
419.0	0	18	18
420.0	0	22	22
421.0	0	20	20
422.0	0	19	19
423.0	0	23	23
424.0	0	19	19
425.0	0	20	20
426.0	0	31	31
427.0	0	14	14
428.0	0	24	24
429.0	0	15	15
430.0	0	17	17
431.0	0	14	14
432.0	0	14	14
433.0	0	20	20
434.0	0	28	28
435.0	0	25	25
436.0	0	23	23
437.0	0	20	20
438.0	0	16	16
439.0	0	15	15
440.0	0	27	27
441.0	0	25	25
442.0	0	21	21
443.0	0	13	13
444.0	0	16	16
445.0	0	15	15
446.0	0	22	22
447.0	0	13	13
448.0	0	12	12
449.0	0	18	18
450.0	0	15	15
451.0	0	9	9
452.0	0	10	10
453.0	0	22	22
454.0	0	19	19
455.0	0	15	15
456.0	0	18	18
457.0	0	16	16
458.0	0	19	19
459.0	0	16	16
460.0	0	13	13
461.0	0	17	17
462.0	0	13	13
463.0	0	23	23
464.0	0	11	11
465.0	0	19	19
466.0	0	21	21
467.0	0	9	9
468.0	0	18	18
469.0	0	21	21
470.0	0	13	13
471.0	0	17	17
472.0	0	21	21
473.0	0	17	17
474.0	0	18	18
475.0	0	18	18
476.0	0	15	15
477.0	0	14	14
478.0	0	13	13
479.0	0	18	18
480.0	0	20	20
481.0	0	14	14
482.0	0	17	17
483.0	0	14	14
484.0	0	13	13
485.0	0	17	17
486.0	0	18	18
487.0	0	9	9
488.0	0	15	15
489.0	0	16	16
490.0	0	21	21
491.0	0	12	12
492.0	0	10	10
493.0	0	19	19
494.0	0	12	12
495.0	0	14	14
496.0	0	12	12
497.0	0	16	16
498.0	0	18	18
499.0	0	17	17
500.0	0	9	9
501.0	0	11	11
502.0	0	14	14
503.0	0	19	19
504.0	0	13	13
505.0	0	12	12
506.0	0	16	16
507.0	0	20	20
508.0	0	16	16
509.0	0	12	12
510.0	0	22	22
511.0	0	8	8
512.0	0	18	18
513.0	0	15	15
514.0	0	9	9
515.0	0	11	11
516.0	0	7	7
517.0	0	9	9
518.0	0	11	11
519.0	0	19	19
520.0	0	11	11
521.0	0	9	9
522.0	0	15	15
523.0	0	14	14
524.0	0	15	15
525.0	0	13	13
526.0	0	16	16
527.0	0	9	9
528.0	0	13	13
529.0	0	8	8
530.0	0	10	10
531.0	0	3	3
532.0	0	13	13
533.0	0	17	17
534.0	0	16	16
535.0	0	10	10
536.0	0	13	13
537.0	0	16	16
538.0	0	9	9
539.0	0	7	7
540.0	0	13	13
541.0	0	9	9
542.0	0	10	10
543.0	0	9	9
544.0	0	14	14
545.0	0	12	12
546.0	0	11	11
547.0	0	7	7
548.0	0	6	6
549.0	0	6	6
550.0	0	9	9
551.0	0	16	16
552.0	0	10	10
553.0	0	10	10
554.0	0	12	12
555.0	0	10	10
556.0	0	11	11
557.0	0	7	7
558.0	0	8	8
559.0	0	10	10
560.0	0	13	13
561.0	0	10	10
562.0	0	9	9
563.0	0	11	11
564.0	0	17	17
565.0	0	7	7
566.0	0	14	14
567.0	0	10	10
568.0	0	11	11
569.0	0	11	11
570.0	0	12	12
571.0	0	6	6
572.0	0	11	11
573.0	0	18	18
574.0	0	15	15
575.0	0	13	13
576.0	0	10	10
577.0	0	12	12
578.0	0	11	11
579.0	0	12	12
580.0	0	9	9
581.0	0	10	10
582.0	0	6	6
583.0	0	10	10
584.0	0	6	6
585.0	0	13	13
586.0	0	14	14
587.0	0	12	12
588.0	0	15	15
589.0	0	10	10
590.0	0	7	7
591.0	0	14	14
592.0	0	8	8
593.0	0	5	5
594.0	0	11	11
595.0	0	14	14
596.0	0	5	5
597.0	0	9	9
598.0	0	3	3
599.0	0	6	6
600.0	0	14	14
601.0	0	6	6
602.0	0	6	6
603.0	0	9	9
604.0	0	6	6
605.0	0	10	10
606.0	0	11	11
607.0	0	9	9
608.0	0	7	7
609.0	0	6	6
610.0	0	8	8
611.0	0	15	15
612.0	0	13	13
613.0	0	6	6
614.0	0	5	5
615.0	0	13	13
616.0	0	5	5
617.0	0	12	12
618.0	0	7	7
619.0	0	11	11
620.0	0	10	10
621.0	0	4	4
622.0	0	9	9
623.0	0	7	7
624.0	0	11	11
625.0	0	7	7
626.0	0	11	11
627.0	0	17	17
628.0	0	9	9
629.0	0	10	10
630.0	0	9	9
631.0	0	13	13
632.0	0	10	10
633.0	0	10	10
634.0	0	8	8
635.0	0	11	11
636.0	0	10	10
637.0	0	9	9
638.0	0	3	3
639.0	0	5	5
640.0	0	14	14
641.0	0	8	8
642.0	0	8	8
643.0	0	7	7
644.0	0	11	11
645.0	0	11	11
646.0	0	10	10
647.0	0	5	5
648.0	0	10	10
649.0	0	10	10
650.0	0	11	11
651.0	0	6	6
652.0	0	5	5
653.0	0	7	7
654.0	0	6	6
655.0	0	7	7
656.0	0	4	4
657.0	0	10	10
658.0	0	6	6
659.0	0	10	10
660.0	0	3	3
661.0	0	4	4
662.0	0	10	10
663.0	0	8	8
664.0	0	12	12
665.0	0	8	8
666.0	0	8	8
667.0	0	13	13
668.0	0	5	5
669.0	0	8	8
670.0	0	8	8
671.0	0	4	4
672.0	0	8	8
673.0	0	6	6
674.0	0	5	5
675.0	0	9	9
676.0	0	9	9
677.0	0	7	7
678.0	0	4	4
679.0	0	11	11
680.0	0	3	3
681.0	0	8	8
682.0	0	9	9
683.0	0	1	1
684.0	0	14	14
685.0	0	6	6
686.0	0	10	10
687.0	0	8	8
688.0	0	9	9
689.0	0	13	13
690.0	0	4	4
691.0	0	3	3
692.0	0	5	5
693.0	0	6	6
694.0	0	8	8
695.0	0	3	3
696.0	0	17	17
697.0	0	5	5
698.0	0	4	4
699.0	0	4	4
700.0	0	6	6
701.0	0	6	6
702.0	0	4	4
703.0	0	2	2
704.0	0	6	6
705.0	0	6	6
706.0	0	11	11
707.0	0	6	6
708.0	0	12	12
709.0	0	6	6
710.0	0	7	7
711.0	0	5	5
712.0	0	7	7
713.0	0	10	10
714.0	0	6	6
715.0	0	2	2
716.0	0	10	10
717.0	0	6	6
718.0	0	8	8
719.0	0	6	6
720.0	0	5	5
721.0	0	12	12
722.0	0	6	6
723.0	0	8	8
724.0	0	4	4
725.0	0	6	6
726.0	0	9	9
727.0	0	7	7
728.0	0	4	4
729.0	0	11	11
730.0	0	6	6
731.0	0	7	7
732.0	0	8	8
733.0	0	7	7
734.0	0	8	8
735.0	0	2	2
736.0	0	5	5
737.0	0	2	2
738.0	0	5	5
739.0	0	4	4
740.0	0	8	8
741.0	0	8	8
742.0	0	3	3
743.0	0	3	3
744.0	0	2	2
745.0	0	3	3
746.0	0	1	1
747.0	0	5	5
748.0	0	3	3
749.0	0	4	4
750.0	0	4	4
751.0	0	5	5
752.0	0	8	8
753.0	0	5	5
754.0	0	5	5
755.0	0	8	8
756.0	0	5	5
757.0	0	5	5
758.0	0	1	1
759.0	0	8	8
760.0	0	4	4
761.0	0	4	4
762.0	0	12	12
763.0	0	4	4
764.0	0	3	3
765.0	0	6	6
766.0	0	2	2
767.0	0	3	3
768.0	0	5	5
769.0	0	4	4
770.0	0	8	8
771.0	0	4	4
772.0	0	8	8
773.0	0	12	12
774.0	0	4	4
775.0	0	6	6
776.0	0	4	4
777.0	0	9	9
778.0	0	5	5
779.0	0	4	4
780.0	0	5	5
781.0	0	3	3
782.0	0	8	8
783.0	0	7	7
784.0	0	4	4
785.0	0	6	6
786.0	0	7	7
787.0	0	6	6
788.0	0	9	9
789.0	0	5	5
790.0	0	5	5
791.0	0	4	4
792.0	0	10	10
793.0	0	5	5
794.0	0	9	9
795.0	0	4	4
796.0	0	3	3
797.0	0	4	4
798.0	0	4	4
799.0	0	5	5
800.0	0	4	4
801.0	0	5	5
802.0	0	3	3
803.0	0	10	10
804.0	0	5	5
805.0	0	4	4
806.0	0	4	4
807.0	0	7	7
808.0	0	5	5
809.0	0	12	12
810.0	0	7	7
811.0	0	4	4
812.0	0	9	9
813.0	0	5	5
814.0	0	2	2
815.0	0	2	2
816.0	0	8	8
817.0	0	5	5
818.0	0	6	6
819.0	0	5	5
820.0	0	6	6
821.0	0	5	5
822.0	0	5	5
823.0	0	1	1
824.0	0	5	5
825.0	0	6	6
826.0	0	7	7
827.0	0	6	6
828.0	0	1	1
829.0	0	5	5
830.0	0	1	1
831.0	0	4	4
832.0	0	2	2
833.0	0	6	6
834.0	0	5	5
835.0	0	3	3
836.0	0	3	3
837.0	0	1	1
838.0	0	5	5
839.0	0	7	7
840.0	0	1	1
841.0	0	4	4
842.0	0	5	5
843.0	0	9	9
844.0	0	8	8
845.0	0	7	7
846.0	0	6	6
847.0	0	1	1
848.0	0	4	4
849.0	0	4	4
850.0	0	8	8
851.0	0	9	9
852.0	0	5	5
853.0	0	5	5
854.0	0	6	6
855.0	0	2	2
856.0	0	5	5
857.0	0	2	2
858.0	0	4	4
859.0	0	6	6
860.0	0	3	3
861.0	0	4	4
862.0	0	8	8
863.0	0	3	3
864.0	0	1	1
865.0	0	4	4
866.0	0	3	3
867.0	0	6	6
868.0	0	5	5
869.0	0	2	2
870.0	0	3	3
871.0	0	7	7
872.0	0	3	3
873.0	0	5	5
874.0	0	4	4
875.0	0	1	1
876.0	0	9	9
877.0	0	6	6
878.0	0	3	3
879.0	0	3	3
880.0	0	4	4
881.0	0	2	2
882.0	0	3	3
883.0	0	2	2
884.0	0	4	4
885.0	0	7	7
886.0	0	4	4
887.0	0	3	3
888.0	0	6	6
889.0	0	6	6
890.0	0	4	4
891.0	0	2	2
892.0	0	2	2
893.0	0	5	5
894.0	0	3	3
895.0	0	4	4
896.0	0	6	6
897.0	0	3	3
898.0	0	4	4
899.0	0	3	3
900.0	0	2	2
901.0	0	4	4
902.0	0	2	2
903.0	0	6	6
904.0	0	7	7
905.0	0	7	7
906.0	0	3	3
907.0	0	2	2
908.0	0	4	4
909.0	0	6	6
910.0	0	5	5
911.0	0	2	2
912.0	0	5	5
913.0	0	2	2
914.0	0	3	3
915.0	0	8	8
916.0	0	3	3
917.0	0	6	6
918.0	0	7	7
919.0	0	6	6
920.0	0	2	2
921.0	0	3	3
922.0	0	6	6
923.0	0	3	3
924.0	0	5	5
925.0	0	4	4
926.0	0	3	3
927.0	0	6	6
928.0	0	5	5
929.0	0	3	3
930.0	0	1	1
931.0	0	6	6
932.0	0	3	3
933.0	0	2	2
934.0	0	2	2
935.0	0	5	5
936.0	0	4	4
937.0	0	3	3
938.0	0	3	3
939.0	0	5	5
940.0	0	3	3
941.0	0	1	1
942.0	0	3	3
943.0	0	1	1
944.0	0	1	1
945.0	0	5	5
946.0	0	4	4
947.0	0	3	3
948.0	0	1	1
949.0	0	4	4
950.0	0	3	3
951.0	0	5	5
952.0	0	6	6
953.0	0	2	2
954.0	0	2	2
955.0	0	3	3
957.0	0	3	3
958.0	0	3	3
959.0	0	4	4
960.0	0	2	2
961.0	0	2	2
962.0	0	2	2
963.0	0	4	4
964.0	0	2	2
965.0	0	2	2
966.0	0	2	2
967.0	0	1	1
968.0	0	1	1
969.0	0	3	3
970.0	0	7	7
971.0	0	3	3
972.0	0	7	7
973.0	0	4	4
974.0	0	4	4
975.0	0	3	3
976.0	0	3	3
977.0	0	2	2
978.0	0	4	4
979.0	0	4	4
980.0	0	2	2
981.0	0	3	3
982.0	0	5	5
983.0	0	3	3
984.0	0	5	5
985.0	0	3	3
986.0	0	8	8
987.0	0	2	2
988.0	0	3	3
989.0	0	3	3
990.0	0	5	5
991.0	0	3	3
992.0	0	4	4
993.0	0	3	3
994.0	0	2	2
995.0	0	1	1
996.0	0	2	2
997.0	0	6	6
998.0	0	6	6
999.0	0	2	2
1000.0	0	1	1
1001.0	0	4	4
1002.0	0	3	3
1003.0	0	1	1
1004.0	0	6	6
1005.0	0	3	3
1006.0	0	6	6
1007.0	0	9	9
1008.0	0	4	4
1009.0	0	6	6
1010.0	0	2	2
1011.0	0	2	2
1012.0	0	2	2
1013.0	0	2	2
1014.0	0	5	5
1016.0	0	1	1
1017.0	0	3	3
1018.0	0	4	4
1019.0	0	2	2
1020.0	0	3	3
1021.0	0	2	2
1022.0	0	1	1
1023.0	0	4	4
1024.0	0	3	3
1025.0	0	6	6
1026.0	0	4	4
1027.0	0	4	4
1028.0	0	2	2
1029.0	0	4	4
1030.0	0	1	1
1031.0	0	4	4
1032.0	0	2	2
1033.0	0	4	4
1034.0	0	4	4
1035.0	0	1	1
1036.0	0	2	2
1038.0	0	3	3
1039.0	0	1	1
1040.0	0	1	1
1041.0	0	3	3
1042.0	0	2	2
1043.0	0	4	4
1044.0	0	7	7
1045.0	0	5	5
1046.0	0	3	3
1047.0	0	3	3
1049.0	0	3	3
1050.0	0	1	1
1051.0	0	3	3
1052.0	0	1	1
1053.0	0	1	1
1054.0	0	1	1
1055.0	0	1	1
1056.0	0	3	3
1057.0	0	4	4
1058.0	0	1	1
1059.0	0	1	1
1060.0	0	3	3
1061.0	0	6	6
1062.0	0	1	1
1063.0	0	4	4
1064.0	0	1	1
1065.0	0	2	2
1066.0	0	3	3
1067.0	0	1	1
1068.0	0	7	7
1069.0	0	2	2
1070.0	0	3	3
1071.0	0	2	2
1072.0	0	1	1
1073.0	0	1	1
1074.0	0	2	2
1075.0	0	4	4
1076.0	0	3	3
1077.0	0	5	5
1078.0	0	1	1
1079.0	0	3	3
1080.0	0	1	1
1081.0	0	1	1
1082.0	0	6	6
1084.0	0	5	5
1085.0	0	3	3
1086.0	0	1	1
1087.0	0	1	1
1088.0	0	4	4
1089.0	0	3	3
1090.0	0	4	4
1091.0	0	5	5
1092.0	0	3	3
1093.0	0	7	7
1094.0	0	6	6
1095.0	0	6	6
1096.0	0	5	5
1097.0	0	2	2
1098.0	0	3	3
1099.0	0	1	1
1100.0	0	5	5
1101.0	0	2	2
1102.0	0	2	2
1103.0	0	1	1
1104.0	0	3	3
1105.0	0	1	1
1106.0	0	2	2
1107.0	0	6	6
1108.0	0	1	1
1109.0	0	2	2
1111.0	0	3	3
1112.0	0	5	5
1114.0	0	1	1
1115.0	0	1	1
1116.0	0	1	1
1118.0	0	4	4
1119.0	0	4	4
1120.0	0	1	1
1121.0	0	3	3
1122.0	0	3	3
1123.0	0	1	1
1124.0	0	3	3
1125.0	0	2	2
1126.0	0	3	3
1127.0	0	3	3
1128.0	0	3	3
1129.0	0	2	2
1130.0	0	6	6
1131.0	0	1	1
1132.0	0	1	1
1134.0	0	1	1
1135.0	0	3	3
1136.0	0	1	1
1137.0	0	2	2
1138.0	0	2	2
1139.0	0	1	1
